area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.270935961,0.000000000
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,All Wired,0.837438424,0.837438424,0.832512315,0.822660099,0.822660099,0.004926108
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,All Wired,0.270935961,0.270935961,0.270935961,0.270935961,0.270935961,0.000000000
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,Any Terrestrial,0.837438424,0.837438424,0.832512315,0.822660099,0.822660099,0.004926108
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Any Terrestrial,0.448275862,0.280788177,0.270935961,0.270935961,0.270935961,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,All Wired and Licensed Fixed Wireless,0.837438424,0.837438424,0.832512315,0.822660099,0.822660099,0.004926108
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,All Wired and Licensed Fixed Wireless,0.448275862,0.280788177,0.270935961,0.270935961,0.270935961,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,Copper,0.014778325,0.014778325,0.009852217,0,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Copper,0,0,0,0.000000000,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,Cable/Fiber,0.822660099,0.822660099,0.822660099,0.822660099,0.822660099,0.004926108
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Cable/Fiber,0.270935961,0.270935961,0.270935961,0.270935961,0.270935961,0.000000000
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,Cable,0.817733990,0.817733990,0.817733990,0.817733990,0.817733990,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Cable,0.270935961,0.270935961,0.270935961,0.270935961,0.270935961,0.000000000
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,Fiber,0.004926108,0.004926108,0.004926108,0.004926108,0.004926108,0.004926108
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Fiber,0,0,0,0,0.000000000,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,All Fixed Wireless,0.172413793,0.000000000,0,0,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,All Fixed Wireless,0.448275862,0.280788177,0.270935961,0,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,Licensed Fixed Wireless,0.172413793,0,0.000000000,0,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Licensed Fixed Wireless,0.448275862,0.280788177,0.270935961,0,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,R,Other,0,0,0,0.000000000,0,0
Rural,Census Place,4560415,Ridgeway,"Ridgeway, SC",203,B,Other,0,0,0,0.000000000,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,All Wired,0.982532751,0.982532751,0.982532751,0.982532751,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,All Wired,0.982532751,0.982532751,0.982532751,0.982532751,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Any Terrestrial,0.986899563,0.986899563,0.986899563,0.982532751,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.986899563,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,All Wired and Licensed Fixed Wireless,0.986899563,0.986899563,0.986899563,0.982532751,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.986899563,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Copper,0,0,0,0,0,0.000000000
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Copper,0,0.000000000,0,0,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Cable/Fiber,0.982532751,0.982532751,0.982532751,0.982532751,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Cable/Fiber,0.982532751,0.982532751,0.982532751,0.982532751,0.982532751,0.982532751
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Cable,0.668122271,0.668122271,0.668122271,0.668122271,0.668122271,0.668122271
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Cable,0.668122271,0.668122271,0.668122271,0.668122271,0.668122271,0.668122271
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Fiber,0.314410480,0.314410480,0.314410480,0.314410480,0.314410480,0.314410480
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Fiber,0.314410480,0.314410480,0.314410480,0.314410480,0.314410480,0.314410480
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,All Fixed Wireless,0.768558952,0.689956332,0.689956332,0.480349345,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,All Fixed Wireless,0.816593886,0.541484716,0.537117904,0.292576419,0,0.000000000
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Licensed Fixed Wireless,0.768558952,0.689956332,0.689956332,0.480349345,0,0.000000000
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Licensed Fixed Wireless,0.816593886,0.541484716,0.537117904,0.292576419,0.000000000,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,R,Other,0,0,0.000000000,0,0,0
Rural,Census Place,4561405,Rock Hill,"Rock Hill, SC",229,B,Other,0,0.000000000,0,0,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,All Wired,0.974789916,0.974789916,0.974789916,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,All Wired,0.974789916,0.974789916,0.974789916,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Any Terrestrial,0.974789916,0.974789916,0.974789916,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Any Terrestrial,0.991596639,0.991596639,0.991596639,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,All Wired and Licensed Fixed Wireless,0.974789916,0.974789916,0.974789916,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,All Wired and Licensed Fixed Wireless,0.991596639,0.991596639,0.991596639,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Copper,0.806722689,0.806722689,0.420168067,0.025210084,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Copper,0.806722689,0.806722689,0.420168067,0.025210084,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Cable/Fiber,0.899159664,0.899159664,0.899159664,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Cable/Fiber,0.899159664,0.899159664,0.899159664,0.899159664,0.899159664,0.000000000
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Cable,0.899159664,0.899159664,0.899159664,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Cable,0.899159664,0.899159664,0.899159664,0.899159664,0.899159664,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Fiber,0.000000000,0,0,0,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Fiber,0,0,0,0.000000000,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,All Fixed Wireless,0.084033613,0.008403361,0.008403361,0,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,All Fixed Wireless,0.268907563,0.210084034,0.210084034,0.000000000,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Licensed Fixed Wireless,0.084033613,0.008403361,0.008403361,0,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Licensed Fixed Wireless,0.268907563,0.210084034,0.210084034,0,0,0
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,R,Other,0,0,0,0,0,0.000000000
Rural,Census Place,4561495,Rockville,"Rockville, SC",119,B,Other,0,0,0,0,0.000000000,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.881250000,0.193750000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.143750000,0.037500000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,All Wired,0.881250000,0.881250000,0.881250000,0.881250000,0.881250000,0.193750000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,All Wired,0.218750000,0.212500000,0.206250000,0.143750000,0.143750000,0.037500000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Any Terrestrial,0.893750000,0.893750000,0.893750000,0.887500000,0.881250000,0.193750000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Any Terrestrial,1.000000000,0.962500000,0.962500000,0.668750000,0.143750000,0.037500000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,All Wired and Licensed Fixed Wireless,0.881250000,0.881250000,0.881250000,0.881250000,0.881250000,0.193750000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,All Wired and Licensed Fixed Wireless,1.000000000,0.912500000,0.906250000,0.562500000,0.143750000,0.037500000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Copper,0.075000000,0.068750000,0.062500000,0,0,0.000000000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Copper,0.075000000,0.068750000,0.062500000,0,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Cable/Fiber,0.881250000,0.881250000,0.881250000,0.881250000,0.881250000,0.193750000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Cable/Fiber,0.143750000,0.143750000,0.143750000,0.143750000,0.143750000,0.037500000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Cable,0.762500000,0.762500000,0.762500000,0.762500000,0.762500000,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Cable,0.081250000,0.081250000,0.081250000,0.081250000,0.081250000,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Fiber,0.287500000,0.287500000,0.287500000,0.287500000,0.287500000,0.193750000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Fiber,0.100000000,0.100000000,0.100000000,0.100000000,0.100000000,0.037500000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,All Fixed Wireless,0.887500000,0.875000000,0.875000000,0.625000000,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,All Fixed Wireless,1.000000000,0.962500000,0.962500000,0.612500000,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Unlicensed Fixed Wireless,0.518750000,0.518750000,0.518750000,0.225000000,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Unlicensed Fixed Wireless,0.518750000,0.518750000,0.518750000,0.225000000,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Licensed Fixed Wireless,0.868750000,0.837500000,0.837500000,0.500000000,0.000000000,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Licensed Fixed Wireless,1.000000000,0.912500000,0.906250000,0.487500000,0,0
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,R,Other,0,0,0,0,0,0.000000000
Rural,Census Place,4561720,Roebuck,"Roebuck, SC",160,B,Other,0,0.000000000,0,0,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Copper,0.005780347,0,0,0,0.000000000,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Copper,0.005780347,0,0.000000000,0,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Cable,0,0,0,0,0.000000000,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Cable,0,0,0,0,0.000000000,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,All Fixed Wireless,0.791907514,0.791907514,0.791907514,0.635838150,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,All Fixed Wireless,0.942196532,0.942196532,0.942196532,0.693641618,0.000000000,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Licensed Fixed Wireless,0.791907514,0.791907514,0.791907514,0.635838150,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Licensed Fixed Wireless,0.942196532,0.942196532,0.942196532,0.693641618,0,0.000000000
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,R,Other,0,0.000000000,0,0,0,0
Rural,Census Place,4562035,Rowesville,"Rowesville, SC",173,B,Other,0,0,0,0.000000000,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.848888889,0.848888889
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.235555556,0.235555556
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,All Wired,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,All Wired,0.235555556,0.235555556,0.235555556,0.235555556,0.235555556,0.235555556
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Any Terrestrial,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Any Terrestrial,0.306666667,0.266666667,0.266666667,0.235555556,0.235555556,0.235555556
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,All Wired and Licensed Fixed Wireless,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,All Wired and Licensed Fixed Wireless,0.306666667,0.266666667,0.266666667,0.235555556,0.235555556,0.235555556
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Copper,0.000000000,0,0,0,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Copper,0,0,0,0,0,0.000000000
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Cable/Fiber,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Cable/Fiber,0.235555556,0.235555556,0.235555556,0.235555556,0.235555556,0.235555556
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Cable,0,0,0,0,0,0.000000000
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Cable,0,0,0,0,0,0.000000000
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Fiber,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889,0.848888889
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Fiber,0.235555556,0.235555556,0.235555556,0.235555556,0.235555556,0.235555556
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,All Fixed Wireless,0.080000000,0.031111111,0.031111111,0,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,All Fixed Wireless,0.271111111,0.222222222,0.222222222,0,0,0.000000000
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Licensed Fixed Wireless,0.080000000,0.031111111,0.031111111,0,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Licensed Fixed Wireless,0.271111111,0.222222222,0.222222222,0.000000000,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,R,Other,0.000000000,0,0,0,0,0
Rural,Census Place,4562080,Ruby,"Ruby, SC",225,B,Other,0,0.000000000,0,0,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,All Wired,0.996153846,0.988461538,0.626923077,0.000000000,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,All Wired,0.996153846,0.988461538,0.626923077,0,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,Any Terrestrial,0.996153846,0.988461538,0.630769231,0,0.000000000,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,Any Terrestrial,1.000000000,0.992307692,0.846153846,0,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,All Wired and Licensed Fixed Wireless,0.996153846,0.988461538,0.630769231,0,0.000000000,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,All Wired and Licensed Fixed Wireless,1.000000000,0.992307692,0.846153846,0.000000000,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,Copper,0.996153846,0.857692308,0,0,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,Copper,0.996153846,0.857692308,0.000000000,0,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,Cable/Fiber,0.626923077,0.626923077,0.626923077,0,0,0.000000000
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,Cable/Fiber,0.626923077,0.626923077,0.626923077,0,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,Cable,0.626923077,0.626923077,0.626923077,0,0,0.000000000
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,Cable,0.626923077,0.626923077,0.626923077,0,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,Fiber,0,0,0,0,0,0.000000000
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,Fiber,0,0,0,0.000000000,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Rural,Census Place,4562305,Russellville,"Russellville, SC",260,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
